timestamp,action,qty,price,pnl
1772057280,entry,1,13.500000,-0.100000
1772068980,exit,-1,11.500000,-2.100000
1772069460,entry,1,14.500000,-0.100000
1772071800,stop_loss,-1,9.500000,-5.100000
1772072160,entry,1,12.500000,-0.100000
1772074080,stop_loss,-1,7.500000,-5.100000
1772087220,entry,-1,8.500000,-0.100000
1772087880,exit,1,8.500000,-0.100000
1772091420,entry,1,8.500000,-0.100000
1772091480,stop_loss,-1,6.500000,-2.100000
1772103960,entry,1,5.500000,-0.100000
1772105100,exit,-1,5.500000,-0.100000
1772111520,entry,1,3.500000,-0.100000
1772112060,exit,-1,3.500000,-0.100000
1772115000,entry,-1,4.500000,-0.100000
1772117520,exit,1,5.500000,-1.100000
1772118300,entry,-1,5.500000,-0.100000
1772119800,stop_loss,1,9.500000,-4.100000
1772132640,entry,1,19.500000,-0.100000
1772132700,exit,-1,21.500000,1.900000
1772133060,entry,1,19.500000,-0.100000
1772133120,exit,-1,22.500000,2.900000
1772133360,entry,-1,20.500000,-0.100000
1772133420,stop_loss,1,24.500000,-4.100000
1772135880,entry,-1,20.500000,-0.100000
1772135940,exit,1,22.500000,-2.100000
1772136180,entry,-1,26.500000,-0.100000
1772136180,stop_loss,1,29.500000,-3.100000
1772136720,entry,-1,31.500000,-0.100000
1772136840,stop_loss,1,35.500000,-4.100000
1772161320,entry,-1,22.500000,-0.100000
1772161920,stop_loss,1,28.500000,-6.100000
1772165820,entry,1,23.500000,-0.100000
1772175960,max_hold,-1,21.500000,-2.100000
1772176980,entry,-1,28.500000,-0.100000
1772179320,stop_loss,1,32.500000,-4.100000
1772191860,entry,1,29.500000,-0.100000
1772193840,stop_loss,-1,24.500000,-5.100000
1772199060,entry,-1,29.500000,-0.100000
1772201640,exit,1,30.500000,-1.100000
1772202300,entry,1,29.500000,-0.100000
1772203560,stop_loss,-1,24.500000,-5.100000
1772206560,entry,1,26.500000,-0.100000
1772206620,stop_loss,-1,22.500000,-4.100000
1772207820,entry,1,18.500000,-0.100000
1772207820,exit,-1,16.500000,-2.100000
1772209140,entry,-1,28.500000,-0.100000
1772209320,stop_loss,1,30.500000,-2.100000
1772210100,entry,-1,29.500000,-0.100000
1772210280,stop_loss,1,33.500000,-4.100000
1772211900,entry,-1,35.500000,-0.100000
1772213700,stop_loss,1,39.500000,-4.100000
1772235540,entry,1,100.500000,-0.100000
1772236920,stop_loss,-1,21.500000,-79.100000
1772247120,entry,-1,30.500000,-0.100000
1772247120,stop_loss,1,33.500000,-3.100000
1772249820,entry,1,22.500000,-0.100000
1772252940,exit,-1,21.500000,-1.100000
1772254080,entry,-1,27.500000,-0.100000
1772254980,stop_loss,1,33.500000,-6.100000
1772258040,entry,1,5.500000,-0.100000
1772258340,stop_loss,-1,-0.500000,-6.100000
1772261280,entry,-1,4.500000,-0.100000
1772263380,exit,1,6.500000,-2.100000
1772264040,entry,-1,7.500000,-0.100000
1772274900,exit,1,8.500000,-1.100000
1772280960,entry,1,7.500000,-0.100000
1772281200,exit,-1,5.500000,-2.100000
1772291280,entry,-1,27.500000,-0.100000
1772291400,exit,1,1.500000,25.900000
1772338860,entry,1,35.500000,-0.100000
1772342220,exit,-1,33.500000,-2.100000
1772348160,entry,1,19.500000,-0.100000
1772351760,stop_loss,-1,15.500000,-4.100000
1772354640,entry,-1,17.500000,-0.100000
1772355360,stop_loss,1,22.500000,-5.100000
1772365560,entry,-1,21.500000,-0.100000
1772365560,stop_loss,1,24.500000,-3.100000
1772368920,entry,1,22.500000,-0.100000
1772369100,exit,-1,21.500000,-1.100000
1772374080,entry,-1,30.500000,-0.100000
1772374380,exit,1,29.500000,0.900000
1772377500,entry,-1,30.500000,-0.100000
1772378280,stop_loss,1,33.500000,-3.100000
1772378400,entry,1,4.500000,-0.100000
1772378820,exit,-1,32.500000,27.900000
1772417940,entry,-1,6.500000,-0.100000
1772419320,exit,1,8.500000,-2.100000
1772421180,entry,1,5.500000,-0.100000
1772421480,stop_loss,-1,0.500000,-5.100000
1772422080,entry,1,3.500000,-0.100000
1772423460,exit,-1,5.500000,1.900000
1772426160,entry,-1,6.500000,-0.100000
1772426940,exit,1,7.500000,-1.100000
1772453040,entry,-1,3.500000,-0.100000
1772453640,exit,1,3.500000,-0.100000
1772456940,entry,-1,5.500000,-0.100000
1772458020,exit,1,3.500000,1.900000
1772463960,entry,-1,0.500000,-0.100000
1772464200,stop_loss,1,23.500000,-23.100000
1772503500,entry,-1,30.500000,-0.100000
1772503500,stop_loss,1,32.500000,-2.100000
